14113 52310
0 2243 0.4
0 12084 0.8
0 6169 0.4
0 4887 0.5
0 3694 0.7
0 6260 0.6
0 6977 0.3
0 8788 0.6
0 2399 0.6
0 1362 0.5
1 10168 0.4
1 5913 0.7
1 1731 0.4
1 5459 0.4
1 3562 0.8
1 8575 0.3
1 12886 0.1
1 7558 0.4
1 3482 0.7
1 7573 0.6
1 4619 0.2
1 7044 0.6
8087 7031 0.8
8087 10926 0.6
8087 7877 0.1
8087 6835 0.3
8087 11843 0.8
8087 3266 0.5
8087 6519 0.7
8087 9938 0.6
8087 5002 0.4
8087 12412 0.6
8087 11378 0.6
2 3831 0.5
2 9776 0.9
2 4164 0.3
2 302 0.4
2 9915 0.4
3 3780 0.3
3 3532 0.8
3 11579 0.5
4 11937 0.7
4 716 0.5
4 6680 0.4
4588 10080 0.5
4588 5660 0.2
4588 11809 0.7
4588 7723 0.3
4588 13880 0.7
4588 1179 0.9
4588 9969 0.6
4588 5856 0.9
4588 10476 0.6
4588 12576 0.2
4588 6901 0.7
4588 4160 0.2
4588 12872 0.2
4588 11518 0.5
4588 4478 0.7
4588 10847 0.5
4588 6530 0.4
4588 11465 0.5
4588 9525 0.3
4588 13546 0.3
4588 5963 0.9
4588 12938 0.9
4588 8794 0.6
4588 12533 0.5
4588 7688 0.2
4588 7748 0.2
4588 2394 0.2
4588 4377 0.9
4588 10490 0.3
4588 35 0.5
4588 8138 0.8
4588 9145 0.7
4588 8084 0.3
4588 2991 0.1
4588 13620 0.8
4588 13372 0.6
4588 9839 0.7
4588 8661 0.7
4588 2802 0.1
4588 2355 0.6
4588 1066 0.6
4588 4334 0.5
4588 10460 0.6
4588 962 0.8
4588 6335 0.1
4588 2476 0.9
4588 2999 0.7
4588 7228 0.7
6 4401 0.8
6 13449 0.9
6 13635 0.7
6 11489 0.7
6 9248 0.6
6 13883 0.7
6 2599 0.2
6 7681 0.6
6 10850 0.7
6 8828 0.5
6 8775 0.5
6 9414 0.2
6 9346 0.9
6 11733 0.9
6 10748 0.1
6 11201 0.5
6 5792 0.3
6 1041 0.5
6 6262 0.6
6 3499 0.8
6 385 0.3
6 4905 0.1
6 6528 0.5
6 11995 0.6
6 4088 0.5
6 12420 0.7
6 10990 0.3
6 11477 0.3
6 10500 0.1
6 7612 0.4
6 12699 0.1
6 9431 0.2
6 1531 0.5
6 11738 0.8
6 3200 0.5
6 3974 0.2
6 9849 0.1
6 5770 0.3
6 13138 0.6
6 4105 0.6
8 5831 0.8
8 10253 0.6
8 5888 0.7
8 10224 0.5
8 8885 0.6
8 10827 0.2
8 127 0.8
8 9876 0.7
8 6021 0.3
8 9191 0.5
8 3217 0.7
8 13495 0.5
8 13488 0.8
9 6026 0.5
9 57 0.6
9 7287 0.2
10 4024 0.6
10 6030 0.4
10 11116 0.6
11 5963 0.4
11 6013 0.5
11 8257 0.3
11 8385 0.3
12 2317 0.7
12 2897 0.7
12 6658 0.4
12 6456 0.4
12 8867 0.5
12 7838 0.4
12 7778 0.7
12 676 0.3
12 13096 0.1
12 6666 0.8
12 6296 0.3
12 5674 0.3
12 9279 0.2
12 13887 0.4
